2014-03-18 08:16:53, 040317, 31.174.33.246, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 19:19:43, 040317, 91.109.115.41, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:19:59, 040317, 213.66.110.185, Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36;
2014-03-19 19:20:00, 040317, 213.66.110.185, Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36;
2014-03-19 19:20:43, 040317, 72.46.140.106, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:21:43, 040317, 76.72.172.208, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:22:44, 040317, 184.75.210.226, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:23:44, 040317, 78.40.124.16, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:24:44, 040317, 67.205.67.76, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:25:43, 040317, 46.165.195.139, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:26:43, 040317, 174.34.162.242, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:27:42, 040317, 95.141.32.46, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:28:43, 040317, 95.211.217.68, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:29:43, 040317, 91.109.115.41, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:30:45, 040317, 72.46.140.106, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:31:44, 040317, 76.72.172.208, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:32:43, 040317, 184.75.210.226, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:33:43, 040317, 78.40.124.16, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:34:43, 040317, 67.205.67.76, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:35:42, 040317, 46.165.195.139, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:36:43, 040317, 174.34.162.242, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:37:42, 040317, 95.141.32.46, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:38:41, 040317, 95.211.217.68, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:39:43, 040317, 91.109.115.41, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:40:43, 040317, 72.46.140.106, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:41:44, 040317, 76.72.172.208, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:42:42, 040317, 184.75.210.226, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:43:42, 040317, 78.40.124.16, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:44:43, 040317, 67.205.67.76, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:45:43, 040317, 46.165.195.139, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:46:49, 040317, 174.34.162.242, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:47:41, 040317, 95.141.32.46, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:48:42, 040317, 95.211.217.68, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:49:43, 040317, 91.109.115.41, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:50:44, 040317, 72.46.140.106, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:51:46, 040317, 76.72.172.208, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:52:43, 040317, 184.75.210.226, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:53:42, 040317, 78.40.124.16, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:54:43, 040317, 67.205.67.76, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:55:42, 040317, 46.165.195.139, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:56:44, 040317, 174.34.162.242, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:57:44, 040317, 95.141.32.46, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:58:43, 040317, 95.211.217.68, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 19:59:42, 040317, 91.109.115.41, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:00:43, 040317, 72.46.140.106, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:01:45, 040317, 76.72.172.208, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:02:43, 040317, 184.75.210.226, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:03:41, 040317, 78.40.124.16, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:04:47, 040317, 67.205.67.76, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:05:43, 040317, 46.165.195.139, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:06:43, 040317, 174.34.162.242, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:07:42, 040317, 95.141.32.46, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:08:43, 040317, 95.211.217.68, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:09:45, 040317, 91.109.115.41, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:10:44, 040317, 72.46.140.106, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:11:43, 040317, 76.72.172.208, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:12:44, 040317, 184.75.210.226, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:13:42, 040317, 78.40.124.16, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:14:43, 040317, 67.205.67.76, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:15:43, 040317, 46.165.195.139, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:16:43, 040317, 174.34.162.242, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:17:44, 040317, 95.141.32.46, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:18:42, 040317, 95.211.217.68, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:19:44, 040317, 91.109.115.41, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:20:43, 040317, 72.46.140.106, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:21:44, 040317, 76.72.172.208, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:22:44, 040317, 184.75.210.226, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:23:42, 040317, 78.40.124.16, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:24:44, 040317, 67.205.67.76, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:25:44, 040317, 46.165.195.139, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:26:44, 040317, 174.34.162.242, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:27:42, 040317, 95.141.32.46, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:28:42, 040317, 95.211.217.68, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:29:43, 040317, 91.109.115.41, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:30:43, 040317, 72.46.140.106, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:31:43, 040317, 76.72.172.208, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:32:44, 040317, 184.75.210.226, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:33:44, 040317, 78.40.124.16, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:34:44, 040317, 67.205.67.76, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:35:43, 040317, 46.165.195.139, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:36:44, 040317, 174.34.162.242, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:37:42, 040317, 95.141.32.46, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:38:41, 040317, 95.211.217.68, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:39:43, 040317, 91.109.115.41, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:40:43, 040317, 72.46.140.106, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:41:44, 040317, 76.72.172.208, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:42:43, 040317, 184.75.210.226, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:43:42, 040317, 78.40.124.16, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:44:43, 040317, 67.205.67.76, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:45:43, 040317, 46.165.195.139, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:46:44, 040317, 174.34.162.242, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:47:41, 040317, 95.141.32.46, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:48:42, 040317, 95.211.217.68, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:49:42, 040317, 91.109.115.41, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:50:44, 040317, 72.46.140.106, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:51:44, 040317, 76.72.172.208, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:52:43, 040317, 184.75.210.226, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:53:43, 040317, 78.40.124.16, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:54:09, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 20:54:12, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 20:54:43, 040317, 67.205.67.76, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:55:12, 040317, 5.173.251.247, Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.16;
2014-03-19 20:55:21, 040317, 5.173.251.247, Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.16;
2014-03-19 20:55:43, 040317, 46.165.195.139, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:56:44, 040317, 174.34.162.242, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:57:42, 040317, 95.141.32.46, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:58:43, 040317, 95.211.217.68, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 20:59:43, 040317, 91.109.115.41, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:00:45, 040317, 72.46.140.106, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:01:45, 040317, 76.72.172.208, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:02:48, 040317, 184.75.210.226, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:03:44, 040317, 78.40.124.16, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:04:47, 040317, 67.205.67.76, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:05:31, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 21:05:36, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 21:05:47, 040317, 46.165.195.139, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:06:48, 040317, 174.34.162.242, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:07:47, 040317, 95.141.32.46, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:08:45, 040317, 95.211.217.68, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:09:46, 040317, 91.109.115.41, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:10:46, 040317, 72.46.140.106, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:11:48, 040317, 76.72.172.208, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:12:45, 040317, 184.75.210.226, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:13:46, 040317, 78.40.124.16, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:14:42, 040317, 213.66.110.185, Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36;
2014-03-19 21:14:43, 040317, 213.66.110.185, Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36;
2014-03-19 21:14:44, 040317, 67.205.67.76, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:15:45, 040317, 46.165.195.139, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:16:50, 040317, 174.34.162.242, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:17:44, 040317, 95.141.32.46, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:18:43, 040317, 95.211.217.68, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:19:47, 040317, 91.109.115.41, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:20:48, 040317, 72.46.140.106, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:21:47, 040317, 76.72.172.208, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:22:43, 040317, 184.75.210.226, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:23:42, 040317, 78.40.124.16, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:24:43, 040317, 67.205.67.76, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:25:43, 040317, 46.165.195.139, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:26:46, 040317, 174.34.162.242, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:27:41, 040317, 95.141.32.46, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:28:42, 040317, 95.211.217.68, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:29:44, 040317, 91.109.115.41, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:30:44, 040317, 72.46.140.106, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:31:43, 040317, 76.72.172.208, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:32:43, 040317, 184.75.210.226, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:33:42, 040317, 78.40.124.16, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:34:44, 040317, 67.205.67.76, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:35:43, 040317, 46.165.195.139, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:36:43, 040317, 174.34.162.242, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:37:42, 040317, 95.141.32.46, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:38:41, 040317, 95.211.217.68, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:39:44, 040317, 91.109.115.41, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:40:43, 040317, 72.46.140.106, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:41:43, 040317, 76.72.172.208, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:42:43, 040317, 184.75.210.226, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:43:43, 040317, 78.40.124.16, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:44:43, 040317, 67.205.67.76, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:45:43, 040317, 46.165.195.139, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:46:43, 040317, 174.34.162.242, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:47:42, 040317, 95.141.32.46, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:48:41, 040317, 95.211.217.68, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:49:43, 040317, 91.109.115.41, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:50:44, 040317, 72.46.140.106, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:51:44, 040317, 76.72.172.208, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:52:43, 040317, 184.75.210.226, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:53:42, 040317, 78.40.124.16, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:54:44, 040317, 67.205.67.76, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:55:42, 040317, 46.165.195.139, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:56:43, 040317, 174.34.162.242, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:57:42, 040317, 95.141.32.46, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:58:42, 040317, 95.211.217.68, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 21:59:43, 040317, 91.109.115.41, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:00:44, 040317, 72.46.140.106, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:01:43, 040317, 76.72.172.208, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:02:43, 040317, 184.75.210.226, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:03:42, 040317, 78.40.124.16, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:04:46, 040317, 67.205.67.76, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:05:42, 040317, 46.165.195.139, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:06:43, 040317, 174.34.162.242, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:07:44, 040317, 95.141.32.46, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:08:42, 040317, 95.211.217.68, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:09:43, 040317, 91.109.115.41, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:10:44, 040317, 72.46.140.106, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:11:43, 040317, 76.72.172.208, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:12:43, 040317, 184.75.210.226, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:13:42, 040317, 78.40.124.16, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:14:44, 040317, 67.205.67.76, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:15:42, 040317, 46.165.195.139, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:16:43, 040317, 174.34.162.242, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:16:57, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:17:03, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:17:13, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:17:16, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:17:18, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:17:29, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:17:34, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:17:36, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:17:42, 040317, 95.141.32.46, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:17:54, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:17:58, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:18:00, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:18:42, 040317, 95.211.217.68, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:19:43, 040317, 91.109.115.41, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:20:23, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:20:27, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:20:29, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:20:44, 040317, 72.46.140.106, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:21:09, 040317, 195.74.38.101, Mozilla/5.0 (Windows; U; MSIE 7.0; Windows NT 6.0; en-US);
2014-03-19 22:21:10, 040317, 195.74.38.101, Mozilla/5.0 (Windows; U; MSIE 7.0; Windows NT 6.0; en-US);
2014-03-19 22:21:43, 040317, 76.72.172.208, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:21:50, 040317, 195.74.38.101, Mozilla/5.0 (Windows; U; MSIE 7.0; Windows NT 6.0; en-US);
2014-03-19 22:21:52, 040317, 195.74.38.101, Mozilla/5.0 (Windows; U; MSIE 7.0; Windows NT 6.0; en-US);
2014-03-19 22:22:44, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:22:44, 040317, 184.75.210.226, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:22:47, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:23:42, 040317, 78.40.124.16, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:24:06, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:24:08, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:24:15, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:24:18, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:24:21, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:24:43, 040317, 67.205.67.76, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:25:44, 040317, 46.165.195.139, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:26:43, 040317, 174.34.162.242, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:26:49, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:26:52, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:26:58, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:27:01, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:27:42, 040317, 95.141.32.46, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:28:41, 040317, 95.211.217.68, Pingdom.com_bot_version_1.4_(http://www.pingdom.com/);
2014-03-19 22:29:00, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
2014-03-19 22:29:03, 040317, 5.173.251.247, Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0;
